audio_data,emotion
"[ 2.6970700e-04  1.4434499e-04 -4.9971219e-05 ...  5.5170723e-04
  7.8786875e-04  2.0714381e-03]",anger
"[-0.0053235  -0.0050653  -0.00514882 ... -0.00877249 -0.0072672
 -0.00581564]",anger
"[ 0.0058098   0.00093851 -0.00630208 ...  0.00205094  0.00213175
  0.0018112 ]",anger
"[-0.00667118 -0.00759025 -0.00835337 ... -0.06179061 -0.04638088
 -0.03041195]",anger
"[ 0.01034414  0.00144848  0.00021145 ... -0.00151956 -0.00062333
  0.00117627]",anger
"[-0.00161824 -0.00199579 -0.00176607 ... -0.01313248 -0.0116535
 -0.01083191]",anger
"[-4.3131586e-06  4.9302960e-04  4.8489217e-04 ...  6.1274720e-03
  5.9291162e-03  5.6601111e-03]",anger
"[-0.01759409 -0.01477848 -0.01104526 ...  0.00056051  0.00606871
  0.0130326 ]",anger
"[-0.0029512  -0.00297261 -0.00321393 ...  0.00419425  0.00396805
  0.00376099]",neutral
[0.0025657  0.00256805 0.00263948 ... 0.00062454 0.00073546 0.00082078],neutral
"[-0.01648022 -0.01584995 -0.01537962 ...  0.00164112 -0.00235727
 -0.00017515]",anger
"[-0.0156095  -0.01541304 -0.01431841 ...  0.00626499  0.00586043
  0.00419297]",neutral
[0.00256826 0.00235544 0.00252909 ... 0.02942808 0.02602538 0.02098993],anger
"[ 0.00222469 -0.00045628 -0.00637862 ... -0.00263717 -0.00247157
 -0.00232308]",anger
"[-1.9209381e-04 -6.2512408e-05 -3.8273531e-05 ...  2.4841963e-03
  9.3077682e-04 -3.9163218e-03]",anger
"[-0.00105267 -0.00098812 -0.00100294 ... -0.00103004 -0.00092404
 -0.00088644]",anger
"[-7.1508833e-04 -4.2144317e-04 -2.7767604e-04 ... -1.6180794e-04
  7.9608944e-05  2.6822829e-04]",anger
"[-0.00129296 -0.00125641 -0.00125201 ...  0.00028785  0.0003359
  0.0002829 ]",neutral
"[-0.00094543 -0.00086076 -0.00063425 ... -0.00109631 -0.00107182
 -0.00083302]",neutral
[0.00195907 0.00243348 0.00024228 ... 0.00112556 0.00127245 0.00138316],sadness
"[ 0.00259906  0.00276281  0.00280741 ... -0.0132403  -0.01369839
 -0.01256477]",neutral
"[-0.00098738 -0.00097933 -0.00114692 ...  0.00048061  0.00038593
  0.00026595]",anger
"[-0.00168316 -0.00169134 -0.0015989  ... -0.01085959 -0.00922926
 -0.00733117]",anger
[0.00075387 0.00067482 0.00083312 ... 0.00460544 0.00341029 0.00257686],anger
"[ 7.9973106e-04  8.9062226e-04  1.1611434e-03 ... -1.1042317e-03
  5.1838113e-05  1.6805428e-03]",sadness
[0.00183314 0.00270178 0.00337625 ... 0.00085752 0.00081946 0.00081852],neutral
"[ 0.00066998  0.00067665  0.00066353 ... -0.00697591 -0.00603749
 -0.00546399]",neutral
"[ 0.00503336  0.00254909  0.00015694 ... -0.00140035 -0.00169796
 -0.00121562]",anger
"[ 0.00560492  0.00269437  0.00367857 ... -0.02828689 -0.02623901
 -0.02234106]",anger
"[ 0.01496962  0.01731587  0.01875172 ... -0.02061057 -0.00734937
  0.00476658]",anger
"[ 0.00722685  0.00723696  0.00687778 ... -0.00096417 -0.00300874
 -0.00464665]",anger
"[-0.0014038  -0.00227574 -0.00230017 ... -0.00434966 -0.00385014
 -0.00293603]",neutral
"[ 0.0110584   0.00079784  0.00065256 ... -0.00142177 -0.00108762
 -0.00138639]",sadness
"[ 0.0007895   0.00071794  0.00065892 ... -0.00046027 -0.00039508
 -0.00024455]",sadness
"[ 0.00175725  0.00177016  0.00171095 ... -0.00171093 -0.00158795
 -0.00119424]",sadness
"[ 0.01628872  0.01439901  0.01098452 ... -0.01311544 -0.01245878
 -0.01178413]",joy
"[-0.02064363 -0.02400881 -0.02044156 ...  0.00064308 -0.00022118
 -0.00123406]",surprise
"[-0.00229522 -0.00239575 -0.00228362 ... -0.00057342 -0.00216411
 -0.00242136]",joy
"[ 0.00088682  0.00099404  0.00102536 ... -0.00189712 -0.00223039
 -0.00205565]",joy
"[ 0.00846596 -0.00695789 -0.02540056 ... -0.03274694  0.00161822
  0.03528692]",joy
"[ 0.00642703  0.01317421  0.00096698 ...  0.00624189  0.00183446
 -0.00178641]",joy
"[ 0.0002508  -0.02060278 -0.01601659 ... -0.00671531 -0.00903086
 -0.01077275]",joy
"[ 0.00576651  0.00680329  0.00480963 ... -0.00126004 -0.00182776
 -0.00244163]",joy
"[-3.1820890e-03 -2.3103256e-03 -2.0406249e-03 ...  1.2022101e-06
  1.7861066e-04  3.7478743e-04]",joy
"[-0.00589193 -0.00533337 -0.00474237 ... -0.01576712  0.02205213
  0.03896606]",joy
"[-0.00862109 -0.00852921 -0.00817175 ...  0.01374026  0.01726956
  0.02782397]",joy
"[-0.02640728 -0.01772551 -0.00611671 ... -0.01220848 -0.01228285
 -0.01122742]",neutral
"[-0.00283511 -0.00229207  0.00164119 ...  0.00510716  0.00224578
  0.00079638]",joy
[0.01269277 0.01396452 0.01566121 ... 0.00025492 0.00066279 0.00094685],joy
"[-0.00674895 -0.00439282 -0.00128181 ... -0.00171644 -0.0010155
 -0.00051385]",joy
"[ 0.00674441  0.00245511  0.00848991 ... -0.01384517 -0.01425277
 -0.0133958 ]",joy
[0.02634259 0.01928106 0.01671322 ... 0.03385177 0.03236777 0.03082361],joy
"[ 0.06198547  0.05246638  0.03466611 ... -0.00872985 -0.01227555
 -0.015759  ]",joy
"[ 0.00124836  0.00041324 -0.00024042 ... -0.00801485 -0.0078198
 -0.00760248]",joy
"[-2.5585859e-05  2.7013978e-04  1.4517797e-04 ...  8.5958856e-04
  3.1074630e-03  4.0279296e-03]",joy
"[-0.01031403 -0.00358841  0.00657427 ... -0.01388058 -0.01291695
 -0.01179131]",joy
"[ 0.01673855  0.00759149 -0.00388277 ...  0.00101511  0.00113365
  0.00119897]",joy
"[-0.0009342   0.00118244  0.00209369 ...  0.02238594  0.02816755
  0.02927464]",joy
"[-0.01170721 -0.01165132 -0.01007238 ... -0.01545522 -0.01062991
 -0.00622922]",joy
"[ 0.02073015  0.02392924  0.03038914 ... -0.0156505  -0.01565662
 -0.01625545]",neutral
"[-0.00684582 -0.00697648 -0.00734893 ...  0.00147575  0.00132573
  0.00154962]",joy
"[-0.00202436  0.00269554  0.00410483 ... -0.03516171 -0.03067806
 -0.02467753]",joy
"[-0.00347077 -0.00305997 -0.00254611 ... -0.00660871 -0.00517766
 -0.00476031]",joy
[0.00136111 0.00119717 0.00121124 ... 0.00361824 0.00289776 0.00128157],neutral
"[-0.0007482  -0.00080058 -0.00093465 ... -0.00063716 -0.00060315
 -0.00043039]",neutral
"[-0.00013671 -0.00018238 -0.00017623 ...  0.00105432  0.000899
 -0.0002954 ]",neutral
[0.00051795 0.00041049 0.0003612  ... 0.00021034 0.00049124 0.00086282],neutral
[0.00103757 0.00095975 0.00089083 ... 0.00989787 0.00927372 0.00763378],joy
"[ 0.00284945  0.00333946  0.00407972 ...  0.00021113 -0.00081574
 -0.00200446]",surprise
"[-0.00607636 -0.0038377  -0.0006175  ... -0.0035433   0.00056017
  0.00505826]",joy
"[ 0.00174377 -0.00012073 -0.00159714 ...  0.00190662  0.00080759
 -0.00242934]",joy
[0.05575597 0.04714142 0.03675343 ... 0.00162416 0.00170103 0.00181521],joy
"[-0.03392191 -0.00046631  0.03039114 ... -0.00283303 -0.00232133
 -0.00171661]",joy
"[ 0.00144393  0.00367455  0.0061669  ... -0.00770031 -0.00429092
  0.00022378]",surprise
"[-0.00067411 -0.00060056 -0.00076342 ...  0.0025379   0.00222306
  0.00159236]",surprise
"[ 0.0034518   0.0033557   0.00304434 ... -0.00400593 -0.00417018
 -0.00366539]",joy
"[ 0.02099605  0.01751146  0.01513422 ... -0.01573019 -0.01742661
 -0.0186984 ]",neutral
"[-0.00197562  0.00204763  0.0054088  ...  0.01858153  0.01820849
  0.01822075]",joy
"[-0.00063996 -0.00049255 -0.00028647 ... -0.00493038 -0.00803375
 -0.00762585]",neutral
"[-0.0015111  -0.00272589 -0.00256092 ...  0.00128477  0.00145317
  0.00163665]",neutral
"[-0.0109651  -0.012738   -0.01376625 ...  0.00212973  0.00218363
  0.00249336]",joy
"[ 0.00243155  0.00374323  0.0032784  ... -0.00101604  0.00028573
 -0.00037211]",joy
"[ 0.00041914  0.00059294  0.00067964 ...  0.00328204  0.00151531
 -0.00101112]",neutral
"[-0.00541436 -0.00407049 -0.0010532  ...  0.00163485  0.00187592
  0.00109347]",joy
[0.0012027  0.00098197 0.00088622 ... 0.00204384 0.00220895 0.0023857 ],joy
"[ 4.3650460e-04  1.9832994e-04  6.3795080e-05 ... -1.0201418e-03
 -7.0498965e-04 -3.7879305e-04]",neutral
"[ 0.0018853   0.00171891  0.00144064 ... -0.0147619  -0.01496573
 -0.01386732]",neutral
"[-0.00039935  0.00027143  0.00098245 ... -0.00211432 -0.00198427
 -0.00204063]",neutral
"[ 0.00222564  0.00236331  0.00247631 ...  0.0003322  -0.00012899
 -0.00094175]",neutral
"[ 0.00109219  0.00109732  0.00114779 ... -0.00315786 -0.00306423
 -0.00304058]",neutral
"[ 0.00018004 -0.00029511 -0.00076271 ... -0.00090485 -0.00577655
 -0.01026946]",neutral
[0.00228948 0.00215911 0.0019575  ... 0.00604068 0.00588641 0.00570134],neutral
"[ 6.0217804e-04  4.1378706e-05 -3.5663287e-04 ...  1.0023115e-02
  8.1286607e-03  8.4852818e-03]",neutral
"[-1.2505711e-03 -5.3903685e-05  7.9858198e-04 ... -1.7785484e-03
 -1.9505157e-03 -1.4475139e-03]",neutral
"[ 0.00029478  0.0003555   0.00031688 ... -0.00574986 -0.00589514
 -0.00602594]",neutral
"[-0.00689582 -0.00619702 -0.00567098 ...  0.00271406  0.00251692
  0.0026045 ]",neutral
"[-1.2814412e-03 -6.7231024e-04 -8.6228640e-05 ... -5.1102531e-04
  8.1606448e-04 -2.2381198e-04]",neutral
[0.00094712 0.00102827 0.00111611 ... 0.00428818 0.00356488 0.00264012],neutral
"[-0.00281114  0.00149116  0.00425239 ...  0.00127702 -0.00034046
 -0.00083147]",neutral
"[-0.01257096 -0.01480705 -0.0178185  ... -0.0001095  -0.00033656
 -0.00047695]",neutral
"[-0.0033021  -0.00463863 -0.00661097 ...  0.0048087   0.0041292
  0.00328034]",neutral
"[-0.00035927 -0.00018069 -0.00028851 ... -0.02427075 -0.01884824
 -0.01057111]",anger
"[-0.00012309 -0.00026728 -0.00031424 ... -0.00054932 -0.00056315
 -0.00068893]",neutral
"[ 0.01315326  0.00360947 -0.00197873 ... -0.00288749 -0.00379666
 -0.00440692]",neutral
"[-0.02746225 -0.01717066 -0.01528457 ... -0.00012066 -0.00030155
 -0.00067729]",neutral
"[ 0.00222073  0.00290186  0.00318265 ... -0.00756427 -0.00867734
 -0.00933408]",neutral
"[-0.00103917 -0.00099292 -0.00085951 ... -0.00174519 -0.00250027
 -0.00263885]",neutral
"[-0.00088474 -0.00089879 -0.00061697 ... -0.00147412 -0.00235033
 -0.00186746]",anger
"[-0.0056341  -0.00374546 -0.00252109 ... -0.00069771 -0.00066799
 -0.00069189]",anger
[0.0007457  0.0008984  0.00096031 ... 0.00409088 0.00266963 0.00109402],anger
"[ 1.2204647e-03  7.1851374e-04 -3.1525778e-05 ... -9.1851745e-03
 -9.6762599e-03 -6.7145084e-03]",neutral
"[ 0.00531183  0.00482787  0.00418537 ... -0.00063133 -0.00038298
 -0.00058716]",neutral
"[-8.3598512e-05 -1.0498639e-03 -2.0280425e-03 ...  6.5765547e-04
  7.7368203e-04  9.5778651e-04]",neutral
"[ 2.2451252e-04  1.4965680e-04  8.5455824e-05 ... -3.9483299e-03
 -3.6817286e-03 -3.6341664e-03]",neutral
"[-1.8987251e-03 -1.6776730e-03 -1.2551735e-03 ... -1.1420045e-03
  1.9608589e-05 -5.1105290e-04]",anger
"[ 0.00080994  0.00076358  0.0007823  ... -0.00502369 -0.00447211
 -0.00391785]",anger
"[ 3.5767150e-03  8.3103427e-04 -1.8952531e-03 ...  1.6958833e-03
 -2.6987022e-05  1.0205990e-04]",anger
"[-0.00953917 -0.020481   -0.02689255 ... -0.03598442 -0.03293283
 -0.0318528 ]",anger
"[-0.01791047 -0.01798587 -0.01847017 ...  0.01749721  0.01125864
  0.00759669]",anger
"[7.3836367e-03 6.5617119e-03 5.8864388e-03 ... 2.2451705e-04 3.1975340e-04
 4.5063163e-05]",anger
"[-0.00535183 -0.00576943 -0.00574633 ... -0.00146988 -0.00149904
 -0.00176019]",anger
"[-0.03189123 -0.03185532 -0.03126536 ... -0.01446005 -0.01005007
 -0.00620002]",anger
"[-0.00435929 -0.00575898 -0.007476   ... -0.00746337 -0.01072905
 -0.01655341]",anger
"[-0.02256329 -0.02365482 -0.03401387 ...  0.21852557  0.2263822
  0.20072806]",anger
"[-0.00524084 -0.00631922 -0.0076182  ...  0.00550938  0.00796559
  0.00033958]",anger
"[-0.01656595 -0.01927163 -0.00905996 ...  0.00433748  0.0030087
 -0.00016905]",anger
"[-0.01428084 -0.01002907 -0.00625862 ... -0.016477   -0.01417535
 -0.01105334]",anger
"[-0.00049135 -0.0008425  -0.00101142 ...  0.01386586  0.0076753
  0.00316762]",anger
"[ 0.0015485   0.00225084 -0.00113343 ... -0.0086427  -0.01433377
 -0.01869735]",anger
"[-9.41364997e-05  1.64839112e-05  1.04466424e-04 ...  7.32453133e-04
  6.61942002e-04  6.34198426e-04]",neutral
"[-0.02313596 -0.01730189  0.009181   ... -0.0067014  -0.00523949
 -0.00749907]",anger
[0.00099341 0.00083098 0.00078784 ... 0.00041926 0.00030883 0.00046141],anger
[0.18124783 0.1759602  0.15931058 ... 0.00177433 0.00251576 0.00205021],anger
"[ 0.01066425  0.00785309  0.00456689 ... -0.01665806 -0.01792346
 -0.01968664]",anger
"[ 0.0332616   0.05678963  0.07465661 ...  0.0094768   0.00208742
 -0.00389171]",anger
"[-0.00242501 -0.00256977 -0.00119801 ... -0.0202571  -0.01978168
 -0.02019159]",anger
"[ 0.29762158  0.32854116  0.3260604  ... -0.00218034 -0.00279879
 -0.00389912]",anger
"[-0.01187092 -0.00431392  0.00079191 ...  0.00041029  0.00068408
  0.00086361]",anger
"[ 1.6218922e-03  3.7250188e-03  4.9963626e-03 ...  2.0693419e-04
 -6.8726047e-05 -2.4442005e-04]",anger
"[-0.04502399 -0.04876521 -0.05317824 ... -0.07058322 -0.06720436
 -0.06422897]",anger
"[ 0.03830942  0.02029788 -0.01545806 ... -0.00322424 -0.00302136
 -0.00302027]",anger
"[-0.00332999 -0.00341338 -0.00392837 ... -0.00033797 -0.00015443
 -0.0002193 ]",anger
"[-0.00140458 -0.00106542 -0.00149912 ...  0.01698576  0.02791224
  0.06073204]",anger
"[-0.02829476 -0.02972408 -0.02733149 ...  0.00253936  0.00261273
  0.00292472]",anger
"[-0.00150412 -0.00147702 -0.00152326 ... -0.00389093 -0.00362186
 -0.003224  ]",neutral
[0.00189988 0.001943   0.00175476 ... 0.0027239  0.00372381 0.00465245],anger
"[ 0.00148618  0.00029692 -0.00103957 ...  0.00431182  0.00441042
  0.0040365 ]",neutral
[0.00054101 0.00117622 0.0014957  ... 0.0066836  0.01543874 0.02005466],anger
"[-0.00738328 -0.01033831 -0.01290169 ...  0.01470648 -0.00174671
 -0.02010873]",anger
"[-0.00143216 -0.00135268 -0.0013408  ... -0.00032859 -0.0002717
 -0.00024792]",anger
"[-0.00032543 -0.00025266 -0.00021118 ... -0.01009032 -0.01331109
 -0.01309919]",anger
"[ 0.00524906  0.00449294  0.00284893 ... -0.02861928 -0.03051703
 -0.03551028]",anger
"[-0.00224216 -0.00145643  0.00059876 ...  0.00580684  0.00590801
  0.00587362]",anger
"[-0.00638752 -0.0056442  -0.00449443 ... -0.00319654 -0.0034204
 -0.00198028]",anger
"[ 0.00448244  0.00449218  0.00445733 ... -0.00103998 -0.00089085
 -0.00058611]",anger
"[ 0.00127832  0.00115509  0.00101161 ... -0.00480584 -0.00758376
 -0.00855296]",anger
"[-0.00171584 -0.00162524 -0.00104092 ... -0.01640282 -0.02234773
 -0.02978361]",anger
"[ 0.00292565  0.0035601   0.00340226 ...  0.00433124  0.0034976
 -0.00165528]",anger
"[-0.00025228 -0.00014135 -0.00016044 ... -0.00287239 -0.00258388
 -0.00213653]",anger
[0.00125933 0.00204498 0.00270718 ... 0.05051987 0.03029162 0.03004676],anger
"[ 0.03029189  0.02581353  0.01959251 ... -0.01301218 -0.02302021
 -0.02146855]",anger
[0.00515605 0.00546009 0.00400471 ... 0.00396062 0.00401788 0.0038059 ],anger
"[-0.02722238 -0.03660236 -0.04405228 ...  0.03699993  0.04785592
  0.03180954]",anger
[0.02850846 0.02861483 0.02761232 ... 0.00126553 0.00145855 0.00167157],anger
[0.05646524 0.05593274 0.05178134 ... 0.03529809 0.03084786 0.03576136],anger
"[-0.01729168 -0.01370179 -0.00769522 ...  0.00448954  0.0045518
  0.0043045 ]",anger
"[ 2.5705213e-02  2.5586925e-02  2.1724828e-02 ... -2.7319773e-03
 -3.5563600e-05  2.4359294e-03]",anger
"[-0.00759153 -0.00620665 -0.00526014 ... -0.00343311 -0.00375071
 -0.00385098]",anger
"[-0.00556481  0.02620448  0.04244061 ...  0.01093329  0.00706438
  0.00469179]",anger
"[-7.3674216e-04 -1.1812260e-03 -1.7194995e-03 ...  3.8510028e-05
  2.3378772e-04  7.7444703e-05]",anger
"[ 0.01162596  0.00682931  0.00144702 ... -0.00038742 -0.00221089
 -0.00594459]",anger
[0.03332362 0.03953633 0.06693991 ... 0.0421598  0.03269407 0.02659717],anger
"[ 0.00869707 -0.00490318 -0.02803326 ... -0.01751153 -0.02286005
 -0.02710787]",anger
"[-0.04322837 -0.03566164 -0.0277101  ...  0.00205634  0.00438891
  0.00592361]",anger
"[-0.01912612 -0.01693151 -0.01461683 ...  0.00251296  0.00105782
 -0.00091676]",anger
"[-0.0008847  -0.0006318  -0.00115132 ... -0.01786302 -0.01524282
 -0.01204341]",anger
[0.02749834 0.02465281 0.0229893  ... 0.00204454 0.00386577 0.004281  ],anger
"[-0.00076969 -0.00076837 -0.00096581 ... -0.00117014 -0.00129751
 -0.00127654]",anger
"[-0.02074559 -0.01947922 -0.01360933 ...  0.01119441  0.01485226
  0.01453207]",anger
"[ 8.8101969e-04  4.9996545e-04 -5.8653051e-05 ... -2.3572112e-04
  1.3402049e-04  7.9282426e-04]",anger
"[-0.09764853 -0.11012936 -0.11539859 ...  0.00704462  0.00707139
  0.00602279]",anger
"[-0.02401592 -0.03036626 -0.03595871 ... -0.00531187 -0.00368453
 -0.00125887]",anger
"[-0.00128701 -0.00136763 -0.00130246 ...  0.00598074  0.00730015
  0.01048017]",anger
"[-0.00025156 -0.0002484   0.00034875 ... -0.00387853 -0.00365029
 -0.00305269]",anger
"[-0.02468501 -0.01873022 -0.00614076 ...  0.06718256  0.08698891
  0.06948104]",anger
"[-0.0019689  -0.00170425 -0.00139367 ... -0.02135901 -0.02182921
 -0.02015061]",anger
"[-0.00876665 -0.00096039  0.00218408 ...  0.13889676  0.1304501
  0.12162152]",anger
[0.01482715 0.02366635 0.01558328 ... 0.0008629  0.00080319 0.00059116],anger
"[ 0.00442731  0.00453706  0.00469253 ... -0.00220587 -0.00231365
 -0.00266049]",sadness
"[-0.029112   -0.0209376  -0.01637992 ... -0.00078701 -0.00071068
 -0.00046551]",sadness
"[ 4.0621617e-05 -1.3840622e-04 -3.4024916e-04 ...  1.7470462e-03
  1.6627074e-03  1.5343255e-03]",sadness
"[-0.0036141  -0.00360656 -0.00363408 ...  0.00010972  0.00269808
  0.00407453]",sadness
[0.0005505  0.00063456 0.00061531 ... 0.00131203 0.00131642 0.00124583],sadness
"[-0.05468976 -0.0556633  -0.05533455 ...  0.00163678  0.00222877
  0.00265757]",sadness
"[ 0.00080885  0.0006317   0.00048042 ... -0.00242778 -0.00216384
 -0.00176057]",sadness
"[-0.0011046  -0.00042322 -0.0004588  ... -0.00039702 -0.00075831
 -0.0002351 ]",sadness
"[-0.01086796 -0.01271213 -0.01494342 ... -0.01555245 -0.01576504
 -0.01637573]",joy
"[-0.00115519  0.00145764  0.00154011 ... -0.00811874 -0.01070325
 -0.01080094]",joy
[0.00126433 0.00106653 0.00079639 ... 0.00086477 0.00086304 0.00066581],sadness
[0.00142964 0.00138021 0.00137174 ... 0.00120175 0.00184958 0.00247725],sadness
"[ 0.0001804   0.00025078  0.00022415 ... -0.0012304  -0.00104767
 -0.00089448]",sadness
"[ 0.00150411  0.00144878  0.00123779 ... -0.00105209 -0.001201
 -0.00133932]",sadness
"[-4.7899556e-04 -2.2789644e-04  1.6861668e-05 ...  3.8074941e-04
  3.6142330e-04  4.0703150e-04]",sadness
"[ 0.00907699  0.00594954 -0.00091394 ... -0.00079916 -0.0006281
 -0.00061648]",neutral
"[-0.0032512  -0.00262269 -0.0016069  ...  0.01299804  0.01178559
 -0.00430921]",sadness
"[ 0.00414485  0.00308493  0.00280428 ... -0.00116669  0.00018294
  0.00147098]",neutral
"[-6.9966460e-05 -1.3262461e-04 -8.0589685e-05 ...  1.8645730e-02
  1.9287353e-02  1.8109258e-02]",neutral
"[ 3.9314199e-04  2.7301733e-04  2.0243297e-04 ...  8.7943454e-07
 -2.3933460e-05 -6.3822597e-05]",sadness
"[ 0.00352194 -0.00028936 -0.00255582 ...  0.00299225  0.00355685
  0.00417641]",sadness
"[ 4.7834284e-05 -2.7450160e-04 -5.7822478e-04 ... -1.0753787e-05
  9.1267968e-05  3.3313281e-05]",sadness
"[ 0.00520803  0.00283624 -0.00179497 ...  0.00093878  0.00062421
  0.00011337]",sadness
"[-0.00191567 -0.00163592 -0.00150865 ... -0.00592175 -0.00691792
 -0.00782093]",sadness
"[-2.7624563e-05  1.0728901e-04  1.3900677e-05 ... -4.2713201e-04
 -5.7214696e-04 -4.9864349e-04]",sadness
"[-0.00013464  0.0013832   0.00190248 ...  0.00160163  0.00050634
  0.00144282]",neutral
"[ 0.00038585  0.00026699  0.00013949 ... -0.00033506 -0.00039777
 -0.00034326]",surprise
"[ 0.00028614 -0.0001447  -0.00061365 ...  0.00066365  0.00089334
  0.00094354]",sadness
"[-0.00029994 -0.00037778 -0.00043351 ... -0.00105226 -0.00097088
 -0.00088773]",surprise
"[-0.00136576 -0.00124333 -0.00099468 ... -0.00075009  0.00132559
  0.00028112]",anger
"[-0.00243958 -0.00020508  0.00216092 ...  0.00121681  0.00081222
  0.00066054]",anger
"[-7.1254413e-05  2.4362811e-04  7.5172033e-04 ...  2.0178435e-02
  1.9659203e-02  1.8128002e-02]",anger
"[-0.0118259  -0.0270307  -0.04303384 ... -0.03195326 -0.03080118
 -0.02578106]",anger
"[-1.5337217e-05  1.4223074e-04  1.8399680e-04 ... -4.2283274e-02
 -4.0230274e-02 -3.8038738e-02]",anger
"[-0.00066945 -0.00060694 -0.00046256 ... -0.0011706  -0.00112735
 -0.00118401]",neutral
[0.00130197 0.00147253 0.00149225 ... 0.00474937 0.00115018 0.00154988],neutral
"[-0.00186665 -0.00772042 -0.01235355 ...  0.00198559 -0.00137086
 -0.00406259]",anger
"[-0.01254576 -0.0110768  -0.00979733 ... -0.00156236  0.00088066
  0.00389989]",neutral
"[ 0.0002661   0.0004734   0.00080614 ... -0.00030019 -0.00045831
 -0.00054487]",anger
"[-0.0153372  -0.01327616 -0.01224585 ... -0.055522   -0.06470889
 -0.07507677]",anger
"[ 0.027757    0.02972002  0.03090215 ...  0.00690955 -0.00053342
 -0.00363327]",anger
"[ 0.01024188  0.02047621  0.02752301 ... -0.00805554 -0.00929679
 -0.00979085]",anger
"[-5.6738558e-05 -9.7252796e-06 -1.0848257e-04 ... -9.9340489e-04
 -1.0378767e-03 -1.1007831e-03]",anger
"[ 0.02391193  0.00617142 -0.01078857 ...  0.00389117  0.0042815
  0.00360446]",neutral
"[-0.04366232 -0.02878045 -0.01806166 ... -0.07884593 -0.05681205
 -0.02592349]",neutral
"[-0.00430265 -0.00448817 -0.00466242 ... -0.04002278 -0.04796565
 -0.05691871]",anger
"[-0.00322847 -0.0031674  -0.00310852 ... -0.00256419 -0.00179415
 -0.00054151]",anger
"[ 0.00134255  0.00047311 -0.00058453 ...  0.00037756  0.00036487
  0.00015609]",neutral
"[-0.00066268 -0.00071048 -0.0009173  ... -0.00059454 -0.0005597
 -0.00045806]",neutral
"[ 1.3813863e-03  1.2832539e-03  1.1006560e-03 ... -6.1939785e-04
  2.6761065e-04  5.2190007e-05]",anger
"[ 0.00054926  0.00061062  0.0004836  ... -0.0016372  -0.00184099
 -0.00197033]",anger
"[-0.03342377 -0.03411438 -0.03509459 ... -0.02597448 -0.02712087
 -0.02960954]",anger
